PEP_ID;BBCH;YEAR;DAY
3709;87;1951;166
3717;87;1951;166
3755;87;1951;166
3781;87;1951;166
4002;87;1951;166
4038;87;1951;166
4239;87;1951;166
4273;87;1951;166
4288;87;1951;166
4321;87;1951;166
4372;87;1951;166
4395;87;1951;166
4401;87;1951;166
4693;87;1951;166
4837;87;1951;166
5584;87;1951;166
5645;87;1951;166
5740;87;1951;166
6016;87;1951;166
6126;87;1951;166
6338;87;1951;166
3826;87;1951;167
3834;87;1951;167
3845;87;1951;167
3943;87;1951;167
4042;87;1951;167
4191;87;1951;167
4257;87;1951;167
4355;87;1951;167
4386;87;1951;167
4413;87;1951;167
4928;87;1951;167
5377;87;1951;167
5514;87;1951;167
5699;87;1951;167
5843;87;1951;167
5918;87;1951;167
5937;87;1951;167
6138;87;1951;167
6154;87;1951;167
589;87;1951;167
767;87;1951;167
989;87;1951;167
1981;87;1951;167
2198;87;1951;167
2352;87;1951;167
2372;87;1951;167
2390;87;1951;167
2867;87;1951;167
2950;87;1951;167
2959;87;1951;167
3079;87;1951;167
3126;87;1951;167
3494;87;1951;167
642;87;1951;168
739;87;1951;168
1193;87;1951;168
1675;87;1951;168
1692;87;1951;168
1911;87;1951;168
2058;87;1951;168
2230;87;1951;168
2287;87;1951;168
3790;87;1951;168
3792;87;1951;168
3867;87;1951;168
3901;87;1951;168
3987;87;1951;168
4096;87;1951;168
4350;87;1951;168
4948;87;1951;168
5597;87;1951;168
5854;87;1951;168
5976;87;1951;168
3657;87;1951;169
3738;87;1951;169
3863;87;1951;169
3865;87;1951;169
4066;87;1951;169
4249;87;1951;169
4260;87;1951;169
4358;87;1951;169
4437;87;1951;169
4565;87;1951;169
4733;87;1951;169
4917;87;1951;169
4919;87;1951;169
5012;87;1951;169
5043;87;1951;169
5258;87;1951;169
5926;87;1951;169
6028;87;1951;169
6185;87;1951;169
6251;87;1951;169
1943;87;1951;169
2032;87;1951;169
2139;87;1951;169
2144;87;1951;169
2168;87;1951;169
2210;87;1951;169
2312;87;1951;169
2317;87;1951;169
2373;87;1951;169
2427;87;1951;169
2947;87;1951;169
3125;87;1951;169
3167;87;1951;169
2092;87;1951;170
2133;87;1951;170
3061;87;1951;170
4062;87;1951;170
4106;87;1951;170
4172;87;1951;170
4344;87;1951;170
4471;87;1951;170
5072;87;1951;170
5543;87;1951;170
5800;87;1951;170
6023;87;1951;170
3652;87;1951;171
3812;87;1951;171
3813;87;1951;171
3866;87;1951;171
3884;87;1951;171
3947;87;1951;171
4058;87;1951;171
4068;87;1951;171
4168;87;1951;171
4182;87;1951;171
4206;87;1951;171
4207;87;1951;171
4242;87;1951;171
4255;87;1951;171
4287;87;1951;171
4324;87;1951;171
4341;87;1951;171
4357;87;1951;171
4365;87;1951;171
4383;87;1951;171
4415;87;1951;171
4420;87;1951;171
4439;87;1951;171
4555;87;1951;171
4591;87;1951;171
4818;87;1951;171
4987;87;1951;171
5231;87;1951;171
5556;87;1951;171
5644;87;1951;171
5804;87;1951;171
5907;87;1951;171
5912;87;1951;171
5949;87;1951;171
5951;87;1951;171
5956;87;1951;171
5958;87;1951;171
6002;87;1951;171
6003;87;1951;171
6044;87;1951;171
6067;87;1951;171
6152;87;1951;171
6332;87;1951;171
6348;87;1951;171
44;87;1951;171
202;87;1951;171
361;87;1951;171
466;87;1951;171
478;87;1951;171
484;87;1951;171
563;87;1951;171
640;87;1951;171
724;87;1951;171
772;87;1951;171
964;87;1951;171
2023;87;1951;171
2089;87;1951;171
2142;87;1951;171
2204;87;1951;171
2261;87;1951;171
2301;87;1951;171
2323;87;1951;171
2324;87;1951;171
2328;87;1951;171
2357;87;1951;171
2359;87;1951;171
2449;87;1951;171
2565;87;1951;171
2631;87;1951;171
2939;87;1951;171
2973;87;1951;171
3072;87;1951;171
3081;87;1951;171
3085;87;1951;171
3091;87;1951;171
3101;87;1951;171
3134;87;1951;171
3219;87;1951;171
3539;87;1951;171
427;87;1951;172
594;87;1951;172
1219;87;1951;172
1973;87;1951;172
2176;87;1951;172
2348;87;1951;172
2403;87;1951;172
2865;87;1951;172
4000;87;1951;172
4007;87;1951;172
4133;87;1951;172
4232;87;1951;172
4236;87;1951;172
4418;87;1951;172
4419;87;1951;172
5101;87;1951;172
5113;87;1951;172
5201;87;1951;172
5414;87;1951;172
5546;87;1951;172
5615;87;1951;172
5687;87;1951;172
5735;87;1951;172
5852;87;1951;172
6060;87;1951;172
6089;87;1951;172
6201;87;1951;172
6267;87;1951;172
3809;87;1951;173
3983;87;1951;173
4178;87;1951;173
4180;87;1951;173
4345;87;1951;173
4389;87;1951;173
4476;87;1951;173
4477;87;1951;173
4593;87;1951;173
4813;87;1951;173
5212;87;1951;173
5361;87;1951;173
5790;87;1951;173
6024;87;1951;173
6029;87;1951;173
6077;87;1951;173
6300;87;1951;173
6314;87;1951;173
1151;87;1951;173
1161;87;1951;173
2195;87;1951;173
2262;87;1951;173
2552;87;1951;173
2652;87;1951;173
729;87;1951;174
1501;87;1951;174
2160;87;1951;174
2269;87;1951;174
2857;87;1951;174
2930;87;1951;174
3074;87;1951;174
3545;87;1951;174
3597;87;1951;174
3977;87;1951;174
4148;87;1951;174
4366;87;1951;174
5577;87;1951;174
5590;87;1951;174
5613;87;1951;174
5661;87;1951;174
5786;87;1951;174
5862;87;1951;174
5864;87;1951;174
6278;87;1951;174
3824;87;1951;175
3874;87;1951;175
3929;87;1951;175
4109;87;1951;175
4317;87;1951;175
4354;87;1951;175
4394;87;1951;175
4697;87;1951;175
4913;87;1951;175
4956;87;1951;175
5509;87;1951;175
5526;87;1951;175
5538;87;1951;175
5666;87;1951;175
5802;87;1951;175
6021;87;1951;175
6058;87;1951;175
6066;87;1951;175
6231;87;1951;175
6284;87;1951;175
706;87;1951;175
868;87;1951;175
1659;87;1951;175
1928;87;1951;175
2034;87;1951;175
2252;87;1951;175
2289;87;1951;175
2369;87;1951;175
3483;87;1951;175
3504;87;1951;175
3512;87;1951;175
186;87;1951;176
744;87;1951;176
769;87;1951;176
810;87;1951;176
853;87;1951;176
1197;87;1951;176
1216;87;1951;176
1463;87;1951;176
2127;87;1951;176
2129;87;1951;176
2381;87;1951;176
2676;87;1951;176
2999;87;1951;176
3000;87;1951;176
3195;87;1951;176
3370;87;1951;176
3555;87;1951;176
3581;87;1951;176
3590;87;1951;176
3615;87;1951;176
3737;87;1951;176
3855;87;1951;176
3900;87;1951;176
4170;87;1951;176
4199;87;1951;176
4353;87;1951;176
4375;87;1951;176
4431;87;1951;176
4848;87;1951;176
4877;87;1951;176
4983;87;1951;176
5249;87;1951;176
5346;87;1951;176
5785;87;1951;176
5859;87;1951;176
5866;87;1951;176
5979;87;1951;176
6025;87;1951;176
6135;87;1951;176
6158;87;1951;176
6176;87;1951;176
6237;87;1951;176
3984;87;1951;177
3997;87;1951;177
4024;87;1951;177
4067;87;1951;177
4297;87;1951;177
4380;87;1951;177
4412;87;1951;177
4436;87;1951;177
4478;87;1951;177
4482;87;1951;177
4687;87;1951;177
4735;87;1951;177
5060;87;1951;177
5073;87;1951;177
5075;87;1951;177
5160;87;1951;177
5731;87;1951;177
5795;87;1951;177
6156;87;1951;177
6263;87;1951;177
753;87;1951;177
1936;87;1951;177
2003;87;1951;177
2296;87;1951;177
2302;87;1951;177
2341;87;1951;177
2496;87;1951;177
2895;87;1951;177
3496;87;1951;177
3632;87;1951;177
167;87;1951;178
782;87;1951;178
818;87;1951;178
2009;87;1951;178
2071;87;1951;178
2288;87;1951;178
2435;87;1951;178
3523;87;1951;178
3530;87;1951;178
3922;87;1951;178
4146;87;1951;178
5607;87;1951;178
5824;87;1951;178
5994;87;1951;178
6065;87;1951;178
3873;87;1951;179
3950;87;1951;179
3993;87;1951;179
4036;87;1951;179
4135;87;1951;179
4222;87;1951;179
4374;87;1951;179
4669;87;1951;179
4870;87;1951;179
5126;87;1951;179
5240;87;1951;179
5247;87;1951;179
5257;87;1951;179
5697;87;1951;179
5736;87;1951;179
5836;87;1951;179
5858;87;1951;179
5878;87;1951;179
6041;87;1951;179
6140;87;1951;179
6277;87;1951;179
6279;87;1951;179
6283;87;1951;179
6337;87;1951;179
479;87;1951;179
553;87;1951;179
671;87;1951;179
1194;87;1951;179
1620;87;1951;179
1923;87;1951;179
1978;87;1951;179
1999;87;1951;179
2065;87;1951;179
2080;87;1951;179
2188;87;1951;179
2244;87;1951;179
2277;87;1951;179
2414;87;1951;179
2728;87;1951;179
2935;87;1951;179
3014;87;1951;179
3033;87;1951;179
3129;87;1951;179
3543;87;1951;179
3548;87;1951;179
1985;87;1951;180
2002;87;1951;180
2247;87;1951;180
3684;87;1951;180
3893;87;1951;180
4158;87;1951;180
4237;87;1951;180
4512;87;1951;180
4811;87;1951;180
3691;87;1951;181
3801;87;1951;181
3880;87;1951;181
3974;87;1951;181
4025;87;1951;181
4091;87;1951;181
4115;87;1951;181
4217;87;1951;181
4445;87;1951;181
4540;87;1951;181
4558;87;1951;181
4563;87;1951;181
5011;87;1951;181
5177;87;1951;181
5435;87;1951;181
5721;87;1951;181
188;87;1951;181
574;87;1951;181
831;87;1951;181
878;87;1951;181
2146;87;1951;181
2199;87;1951;181
3493;87;1951;181
3547;87;1951;181
3614;87;1951;181
3627;87;1951;181
213;87;1951;182
1079;87;1951;182
2904;87;1951;182
3158;87;1951;182
3505;87;1951;182
3838;87;1951;182
3852;87;1951;182
3857;87;1951;182
4116;87;1951;182
4435;87;1951;182
4923;87;1951;182
4969;87;1951;182
5074;87;1951;182
5092;87;1951;182
6229;87;1951;182
6333;87;1951;182
3756;87;1951;183
4004;87;1951;183
4074;87;1951;183
4129;87;1951;183
4167;87;1951;183
4726;87;1951;183
4784;87;1951;183
4787;87;1951;183
5357;87;1951;183
5446;87;1951;183
5621;87;1951;183
5869;87;1951;183
5970;87;1951;183
6248;87;1951;183
289;87;1951;183
984;87;1951;183
1072;87;1951;183
1240;87;1951;183
1243;87;1951;183
2062;87;1951;183
2263;87;1951;183
2326;87;1951;183
2374;87;1951;183
2648;87;1951;183
3136;87;1951;183
3564;87;1951;183
158;87;1951;184
185;87;1951;184
834;87;1951;184
2197;87;1951;184
2906;87;1951;184
3312;87;1951;184
3729;87;1951;184
3798;87;1951;184
3921;87;1951;184
3958;87;1951;184
3978;87;1951;184
4113;87;1951;184
4298;87;1951;184
5106;87;1951;184
3759;87;1951;185
4596;87;1951;185
5171;87;1951;185
565;87;1951;185
951;87;1951;185
1793;87;1951;185
2438;87;1951;185
3641;87;1951;185
392;87;1951;186
2596;87;1951;186
2881;87;1951;186
2924;87;1951;186
2982;87;1951;186
4159;87;1951;186
4224;87;1951;186
4904;87;1951;186
5722;87;1951;186
6205;87;1951;186
6208;87;1951;186
6266;87;1951;186
4014;87;1951;187
4174;87;1951;187
4223;87;1951;187
5325;87;1951;187
5403;87;1951;187
5935;87;1951;187
85;87;1951;187
684;87;1951;187
2231;87;1951;187
2255;87;1951;187
2979;87;1951;187
143;87;1951;188
425;87;1951;188
1970;87;1951;188
1986;87;1951;188
3561;87;1951;188
4132;87;1951;188
4303;87;1951;188
5109;87;1951;188
5808;87;1951;188
3656;87;1951;189
3817;87;1951;189
3886;87;1951;189
5121;87;1951;189
5901;87;1951;189
6117;87;1951;189
6127;87;1951;189
528;87;1951;189
2028;87;1951;189
2320;87;1951;189
1989;87;1951;190
8218;87;1951;190
3664;87;1951;191
3739;87;1951;191
4360;87;1951;191
5102;87;1951;191
5280;87;1951;191
5338;87;1951;191
5593;87;1951;191
5636;87;1951;191
6046;87;1951;191
6113;87;1951;191
6170;87;1951;191
6223;87;1951;191
6252;87;1951;191
6335;87;1951;191
199;87;1951;191
242;87;1951;191
564;87;1951;191
2035;87;1951;191
2653;87;1951;191
3011;87;1951;191
3580;87;1951;191
3638;87;1951;191
759;87;1951;192
2860;87;1951;192
2898;87;1951;192
5404;87;1951;192
6142;87;1951;192
6213;87;1951;192
6216;87;1951;192
4371;87;1951;193
4472;87;1951;193
5098;87;1951;193
5438;87;1951;193
5464;87;1951;193
5863;87;1951;193
168;87;1951;193
519;87;1951;194
2234;87;1951;194
3124;87;1951;194
5165;87;1951;194
5548;87;1951;194
4914;87;1951;195
5026;87;1951;195
5476;87;1951;195
3769;87;1951;196
3832;87;1951;196
3965;87;1951;196
4016;87;1951;196
4525;87;1951;196
4546;87;1951;196
6183;87;1951;196
2233;87;1951;196
1169;87;1951;197
2116;87;1951;197
5530;87;1951;197
4351;87;1951;199
5322;87;1951;199
6221;87;1951;199
6295;87;1951;199
6306;87;1951;199
5627;87;1951;200
3692;87;1951;201
6071;87;1951;201
6166;87;1951;201
72;87;1951;201
76;87;1951;201
4942;87;1951;202
5828;87;1951;202
6253;87;1951;202
1847;87;1951;203
5299;87;1951;206
6316;87;1951;206
5410;87;1951;209
6164;87;1951;209
3018;87;1951;210
1914;87;1951;224
4932;87;1951;277
1999;87;1952;118
3108;87;1952;128
1942;87;1952;130
2696;87;1952;130
3063;87;1952;130
3173;87;1952;132
2711;87;1952;133
2628;87;1952;134
2724;87;1952;134
3107;87;1952;134
3112;87;1952;134
3262;87;1952;134
1915;87;1952;135
1950;87;1952;135
3046;87;1952;135
3118;87;1952;135
2356;87;1952;136
1949;87;1952;137
2679;87;1952;137
3095;87;1952;137
2304;87;1952;138
2390;87;1952;138
2961;87;1952;138
3093;87;1952;138
3096;87;1952;138
3283;87;1952;138
1979;87;1952;139
3057;87;1952;139
3101;87;1952;139
1948;87;1952;140
2064;87;1952;140
2370;87;1952;140
2737;87;1952;140
3115;87;1952;140
1952;87;1952;141
2957;87;1952;141
2989;87;1952;141
3111;87;1952;141
3209;87;1952;141
4191;87;1952;141
4430;87;1952;141
4388;87;1952;142
2018;87;1952;142
2137;87;1952;142
2509;87;1952;142
3088;87;1952;142
3106;87;1952;142
3286;87;1952;142
2187;87;1952;143
3053;87;1952;143
3239;87;1952;143
1924;87;1952;144
1986;87;1952;144
2383;87;1952;144
2394;87;1952;144
2571;87;1952;144
2729;87;1952;144
3184;87;1952;144
4809;87;1952;144
4896;87;1952;144
6126;87;1952;145
6324;87;1952;145
1940;87;1952;145
2014;87;1952;145
2019;87;1952;145
2292;87;1952;145
2596;87;1952;145
2650;87;1952;145
2698;87;1952;145
3110;87;1952;145
3161;87;1952;145
3257;87;1952;145
1463;87;1952;146
2043;87;1952;146
2312;87;1952;146
2933;87;1952;146
3041;87;1952;146
4331;87;1952;146
4358;87;1952;146
4375;87;1952;146
4232;87;1952;147
4363;87;1952;147
5859;87;1952;147
1928;87;1952;147
2214;87;1952;147
2947;87;1952;147
375;87;1952;148
917;87;1952;148
1916;87;1952;148
1981;87;1952;148
2045;87;1952;148
2143;87;1952;148
3087;87;1952;148
3139;87;1952;148
5024;87;1952;148
5158;87;1952;148
6323;87;1952;148
3777;87;1952;149
5205;87;1952;149
1711;87;1952;149
2353;87;1952;149
2380;87;1952;149
2651;87;1952;149
2979;87;1952;149
3036;87;1952;149
3103;87;1952;149
3259;87;1952;149
3563;87;1952;149
478;87;1952;150
1649;87;1952;150
1989;87;1952;150
2001;87;1952;150
2810;87;1952;150
3024;87;1952;150
3757;87;1952;150
3794;87;1952;150
4272;87;1952;150
4355;87;1952;150
4400;87;1952;150
5016;87;1952;150
5849;87;1952;150
4068;87;1952;151
4405;87;1952;151
4453;87;1952;151
4682;87;1952;151
5193;87;1952;151
5937;87;1952;151
6002;87;1952;151
6108;87;1952;151
1992;87;1952;151
2058;87;1952;151
2198;87;1952;151
2499;87;1952;151
2896;87;1952;151
2902;87;1952;151
2962;87;1952;151
3054;87;1952;151
3097;87;1952;151
3579;87;1952;151
2049;87;1952;152
2678;87;1952;152
3074;87;1952;152
3086;87;1952;152
3147;87;1952;152
3545;87;1952;152
3726;87;1952;152
4372;87;1952;152
4423;87;1952;152
5907;87;1952;152
6169;87;1952;152
3847;87;1952;153
3900;87;1952;153
3992;87;1952;153
4259;87;1952;153
4365;87;1952;153
4843;87;1952;153
5043;87;1952;153
5819;87;1952;153
5871;87;1952;153
5883;87;1952;153
6003;87;1952;153
6088;87;1952;153
523;87;1952;153
767;87;1952;153
1963;87;1952;153
2307;87;1952;153
2647;87;1952;153
2969;87;1952;153
3081;87;1952;153
3090;87;1952;153
3543;87;1952;153
350;87;1952;154
484;87;1952;154
738;87;1952;154
1548;87;1952;154
2080;87;1952;154
2393;87;1952;154
2631;87;1952;154
2822;87;1952;154
3125;87;1952;154
3713;87;1952;154
4288;87;1952;154
4448;87;1952;154
4476;87;1952;154
5011;87;1952;154
5044;87;1952;154
5467;87;1952;154
6041;87;1952;154
6089;87;1952;154
3693;87;1952;155
3779;87;1952;155
4206;87;1952;155
4256;87;1952;155
4384;87;1952;155
4434;87;1952;155
4435;87;1952;155
4829;87;1952;155
5376;87;1952;155
5514;87;1952;155
5617;87;1952;155
5705;87;1952;155
5707;87;1952;155
5744;87;1952;155
6093;87;1952;155
1937;87;1952;155
2352;87;1952;155
2363;87;1952;155
1972;87;1952;156
2009;87;1952;156
2011;87;1952;156
2128;87;1952;156
2144;87;1952;156
2169;87;1952;156
2233;87;1952;156
2274;87;1952;156
2445;87;1952;156
3334;87;1952;156
3841;87;1952;156
3849;87;1952;156
3863;87;1952;156
4038;87;1952;156
4039;87;1952;156
4245;87;1952;156
4781;87;1952;156
5582;87;1952;156
5740;87;1952;156
5867;87;1952;156
5914;87;1952;156
6338;87;1952;156
3754;87;1952;157
3810;87;1952;157
4085;87;1952;157
4339;87;1952;157
4347;87;1952;157
4377;87;1952;157
4741;87;1952;157
5201;87;1952;157
5371;87;1952;157
5489;87;1952;157
5687;87;1952;157
5688;87;1952;157
5919;87;1952;157
199;87;1952;157
1526;87;1952;157
2016;87;1952;157
2089;87;1952;157
2162;87;1952;157
2237;87;1952;157
2432;87;1952;157
2986;87;1952;157
3037;87;1952;157
3137;87;1952;157
3141;87;1952;157
1943;87;1952;158
2317;87;1952;158
2372;87;1952;158
2778;87;1952;158
3079;87;1952;158
3114;87;1952;158
3581;87;1952;158
3866;87;1952;158
3883;87;1952;158
4234;87;1952;158
4260;87;1952;158
4325;87;1952;158
4357;87;1952;158
4395;87;1952;158
4439;87;1952;158
4468;87;1952;158
4924;87;1952;158
5699;87;1952;158
5858;87;1952;158
6018;87;1952;158
6024;87;1952;158
3943;87;1952;159
4075;87;1952;159
4146;87;1952;159
4159;87;1952;159
4321;87;1952;159
4725;87;1952;159
4804;87;1952;159
4817;87;1952;159
5159;87;1952;159
5270;87;1952;159
5509;87;1952;159
5515;87;1952;159
5530;87;1952;159
5697;87;1952;159
5968;87;1952;159
6027;87;1952;159
6029;87;1952;159
6137;87;1952;159
984;87;1952;159
1072;87;1952;159
2086;87;1952;159
2212;87;1952;159
2590;87;1952;159
3614;87;1952;159
1923;87;1952;160
1994;87;1952;160
2653;87;1952;160
2865;87;1952;160
2895;87;1952;160
3011;87;1952;160
3623;87;1952;160
4065;87;1952;160
4350;87;1952;160
4908;87;1952;160
4987;87;1952;160
5115;87;1952;160
5918;87;1952;160
5926;87;1952;160
6079;87;1952;160
6249;87;1952;160
6289;87;1952;160
3699;87;1952;161
4324;87;1952;161
4411;87;1952;161
4811;87;1952;161
4904;87;1952;161
5012;87;1952;161
5177;87;1952;161
5231;87;1952;161
5543;87;1952;161
5616;87;1952;161
5805;87;1952;161
5821;87;1952;161
5866;87;1952;161
5886;87;1952;161
5958;87;1952;161
6045;87;1952;161
6112;87;1952;161
6158;87;1952;161
6278;87;1952;161
556;87;1952;161
1620;87;1952;161
1659;87;1952;161
1675;87;1952;161
2021;87;1952;161
2037;87;1952;161
2068;87;1952;161
2139;87;1952;161
2261;87;1952;161
2323;87;1952;161
2326;87;1952;161
2410;87;1952;161
2434;87;1952;161
2552;87;1952;161
3031;87;1952;161
3065;87;1952;161
3136;87;1952;161
594;87;1952;162
688;87;1952;162
696;87;1952;162
810;87;1952;162
878;87;1952;162
1067;87;1952;162
2032;87;1952;162
2145;87;1952;162
2168;87;1952;162
2252;87;1952;162
2464;87;1952;162
2511;87;1952;162
2848;87;1952;162
2876;87;1952;162
2883;87;1952;162
2930;87;1952;162
2939;87;1952;162
2968;87;1952;162
2972;87;1952;162
3167;87;1952;162
3495;87;1952;162
3512;87;1952;162
3584;87;1952;162
3632;87;1952;162
3662;87;1952;162
3694;87;1952;162
3716;87;1952;162
3730;87;1952;162
3737;87;1952;162
3743;87;1952;162
3748;87;1952;162
4012;87;1952;162
4014;87;1952;162
4019;87;1952;162
4067;87;1952;162
4148;87;1952;162
4184;87;1952;162
4197;87;1952;162
4242;87;1952;162
4301;87;1952;162
4362;87;1952;162
4364;87;1952;162
4406;87;1952;162
4425;87;1952;162
4474;87;1952;162
4563;87;1952;162
4975;87;1952;162
6135;87;1952;162
6291;87;1952;162
3727;87;1952;163
3781;87;1952;163
4397;87;1952;163
4831;87;1952;163
4858;87;1952;163
4923;87;1952;163
4925;87;1952;163
4928;87;1952;163
5377;87;1952;163
5438;87;1952;163
5538;87;1952;163
5756;87;1952;163
5790;87;1952;163
5813;87;1952;163
5830;87;1952;163
5930;87;1952;163
5946;87;1952;163
6044;87;1952;163
6201;87;1952;163
1911;87;1952;163
2301;87;1952;163
2303;87;1952;163
2794;87;1952;163
2996;87;1952;163
3085;87;1952;163
3099;87;1952;163
3129;87;1952;163
3151;87;1952;163
3231;87;1952;163
3329;87;1952;163
213;87;1952;164
404;87;1952;164
491;87;1952;164
563;87;1952;164
2082;87;1952;164
2141;87;1952;164
2230;87;1952;164
2287;87;1952;164
2299;87;1952;164
2565;87;1952;164
2670;87;1952;164
3007;87;1952;164
3028;87;1952;164
3126;87;1952;164
3528;87;1952;164
3671;87;1952;164
3814;87;1952;164
4007;87;1952;164
4172;87;1952;164
4229;87;1952;164
4241;87;1952;164
4401;87;1952;164
4418;87;1952;164
4437;87;1952;164
4471;87;1952;164
4782;87;1952;164
5060;87;1952;164
5352;87;1952;164
5427;87;1952;164
5645;87;1952;164
5698;87;1952;164
5785;87;1952;164
5800;87;1952;164
5896;87;1952;164
5955;87;1952;164
5979;87;1952;164
6010;87;1952;164
6237;87;1952;164
3732;87;1952;165
3796;87;1952;165
4144;87;1952;165
4300;87;1952;165
4336;87;1952;165
4529;87;1952;165
4877;87;1952;165
5072;87;1952;165
5448;87;1952;165
5961;87;1952;165
5971;87;1952;165
6052;87;1952;165
6066;87;1952;165
6117;87;1952;165
6129;87;1952;165
6138;87;1952;165
6152;87;1952;165
6154;87;1952;165
6179;87;1952;165
6190;87;1952;165
2002;87;1952;165
2003;87;1952;165
2008;87;1952;165
2275;87;1952;165
2296;87;1952;165
2348;87;1952;165
2357;87;1952;165
3219;87;1952;165
3561;87;1952;165
168;87;1952;166
706;87;1952;166
853;87;1952;166
2181;87;1952;166
