"chillutah","chillports","gdd","mat.lo","siteslist","year","lat","long","lat.long","cc","lo"
2592,119.291726035065,64.5270512537339,6.89145145886728,6,1957,50.5167,8.81667,"50.5167 8.81667","1950-1960",110
1500,89.0145898042769,6.13521932851085,-0.638870953462057,6,1958,50.5167,8.81667,"50.5167 8.81667","1950-1960",121
2196,107.215698444271,103.979333362353,8.96629012216844,6,1959,50.5167,8.81667,"50.5167 8.81667","1950-1960",106
2316,112.586322952018,76.286165164524,8.1493546565574,6,1960,50.5167,8.81667,"50.5167 8.81667","1950-1960",109
2688,128.554989097802,27.9773529273158,5.37999987974763,7,1951,54.1167,10.1667,"54.1167 10.1667","1950-1960",116
2172,113.034094161452,96.826035569265,6.47225791984989,7,1952,54.1167,10.1667,"54.1167 10.1667","1950-1960",116
2328,113.62784049251,60.8255199262856,6.37854824452511,7,1953,54.1167,10.1667,"54.1167 10.1667","1950-1960",113
2280,117.158335550201,26.2479651159613,5.69903213068122,7,1954,54.1167,10.1667,"54.1167 10.1667","1950-1960",125
1644,100.38211835681,75.8167798793318,6.99645145652035,7,1955,54.1167,10.1667,"54.1167 10.1667","1950-1960",123
2004,100.01023188949,45.7493159236009,5.88838696515849,7,1956,54.1167,10.1667,"54.1167 10.1667","1950-1960",127
2796,130.200047077669,46.4981042091593,6.61225791672064,7,1957,54.1167,10.1667,"54.1167 10.1667","1950-1960",123
2028,106.42120570333,46.6128377438872,6.10016115397335,7,1958,54.1167,10.1667,"54.1167 10.1667","1950-1960",126
2736,123.024263945956,71.48971850686,7.45322563985903,7,1959,54.1167,10.1667,"54.1167 10.1667","1950-1960",107
2460,114.05334682328,65.6748197094351,7.565483701866,7,1960,54.1167,10.1667,"54.1167 10.1667","1950-1960",124
2748,129.269408119326,33.0500753362113,5.60338697152873,8,1951,49.5333,11.6833,"49.5333 11.6833","1950-1960",116
2184,112.706656704582,123.187131173535,6.71806436596859,8,1952,49.5333,11.6833,"49.5333 11.6833","1950-1960",108
2484,117.523910787983,85.4603634523158,8.36806432908821,8,1953,49.5333,11.6833,"49.5333 11.6833","1950-1960",107
2496,121.116741921025,40.83662713822,6.34080630988483,8,1954,49.5333,11.6833,"49.5333 11.6833","1950-1960",128
1884,103.690091836288,102.984726298998,8.02080627233391,8,1955,49.5333,11.6833,"49.5333 11.6833","1950-1960",122
2148,105.437362010068,99.2940932034971,8.06548369069013,8,1956,49.5333,11.6833,"49.5333 11.6833","1950-1960",127
2940,136.096132365586,67.623155945043,7.76193531037819,8,1957,49.5333,11.6833,"49.5333 11.6833","1950-1960",115
2064,108.13682903183,48.5796487339428,6.27951598867414,8,1958,49.5333,11.6833,"49.5333 11.6833","1950-1960",123
2760,125.032955953304,58.9334575909996,7.08354822876713,8,1959,49.5333,11.6833,"49.5333 11.6833","1950-1960",102
2472,120.596856291999,63.488865841314,7.09999984130263,8,1960,49.5333,11.6833,"49.5333 11.6833","1950-1960",124
2868,131.982939951486,37.5339639274243,5.9462901896707,9,1951,49.4167,9.28333,"49.4167 9.28333","1950-1960",117
2208,116.844322572043,114.328386790106,7.52741918658778,9,1952,49.4167,9.28333,"49.4167 9.28333","1950-1960",109
2244,108.921099446211,84.0081961160226,7.9417740160359,9,1953,49.4167,9.28333,"49.4167 9.28333","1950-1960",100
2520,121.314549738885,47.6176015488629,6.86258049177066,9,1954,49.4167,9.28333,"49.4167 9.28333","1950-1960",122
1668,100.261684284006,76.2145418351884,7.39774177013145,9,1955,49.4167,9.28333,"49.4167 9.28333","1950-1960",121
2088,102.660108554128,50.3742479046249,6.24532244105132,9,1956,49.4167,9.28333,"49.4167 9.28333","1950-1960",126
2808,133.017964876968,65.0742859197853,7.42451596308139,9,1957,49.4167,9.28333,"49.4167 9.28333","1950-1960",118
2184,107.470385906141,44.5849952692418,5.93806438340295,9,1958,49.4167,9.28333,"49.4167 9.28333","1950-1960",126
2496,116.518933360595,121.519109426973,9.31370946924172,9,1959,49.4167,9.28333,"49.4167 9.28333","1950-1960",120
2592,121.594775450421,73.679341578983,7.7717740198357,9,1960,49.4167,9.28333,"49.4167 9.28333","1950-1960",117
2088,113.360626600325,26.5350533418913,4.61499989684671,10,1951,49.9833,7.96667,"49.9833 7.96667","1950-1960",118
1908,97.7754364621344,129.278519507015,6.9749998440966,10,1952,49.9833,7.96667,"49.9833 7.96667","1950-1960",112
1992,104.489376169472,82.133494593587,8.04725788464589,10,1953,49.9833,7.96667,"49.9833 7.96667","1950-1960",104
2052,110.237885608074,23.4000199878419,4.94838698616912,10,1954,49.9833,7.96667,"49.9833 7.96667","1950-1960",121
1452,88.3733545190163,100.401539408532,7.39354822183809,10,1955,49.9833,7.96667,"49.9833 7.96667","1950-1960",119
1776,92.7441573550933,89.3241278941562,7.6966127311931,10,1956,49.9833,7.96667,"49.9833 7.96667","1950-1960",123
2628,119.307962496448,64.1464191736619,6.82532242808731,10,1957,49.9833,7.96667,"49.9833 7.96667","1950-1960",114
1872,97.4220278821294,42.8244385334141,5.49693536100489,10,1958,49.9833,7.96667,"49.9833 7.96667","1950-1960",119
2088,110.783847999845,76.7999338454048,7.5490320893305,10,1959,49.9833,7.96667,"49.9833 7.96667","1950-1960",109
2424,105.576425624039,68.3604400287814,7.50064499363784,10,1960,49.9833,7.96667,"49.9833 7.96667","1950-1960",111
2736,123.489711815438,47.1482726455953,5.9166127709792,11,1951,48.9833,9.58333,"48.9833 9.58333","1950-1960",119
2364,121.591079530055,144.813037683021,8.05032240070643,11,1952,48.9833,9.58333,"48.9833 9.58333","1950-1960",106
2628,122.609628081461,74.9805861687675,8.05951594888803,11,1953,48.9833,9.58333,"48.9833 9.58333","1950-1960",100
2244,115.262383725934,34.7881922676045,6.0306450264949,11,1954,48.9833,9.58333,"48.9833 9.58333","1950-1960",123
1860,101.185378690094,76.2121903585785,7.4264514469091,11,1955,48.9833,9.58333,"48.9833 9.58333","1950-1960",120
2196,103.945803309318,48.5754994248767,6.08322567048092,11,1956,48.9833,9.58333,"48.9833 9.58333","1950-1960",124
3216,139.43284641259,60.7306207859922,7.06193532602441,11,1957,48.9833,9.58333,"48.9833 9.58333","1950-1960",118
1932,104.297102367106,46.6923029473365,6.43774179158913,11,1958,48.9833,9.58333,"48.9833 9.58333","1950-1960",122
2472,120.275208705617,93.395719255817,8.54903206697876,11,1959,48.9833,9.58333,"48.9833 9.58333","1950-1960",107
2520,120.737952440668,40.3106019054115,6.94854823178462,11,1960,48.9833,9.58333,"48.9833 9.58333","1950-1960",109
2796,128.666104069227,44.6022720769842,6.14370954009674,12,1951,47.8333,10.8,"47.8333 10.8","1950-1960",119
2220,115.019957753537,120.646151066363,6.99064500503723,12,1952,47.8333,10.8,"47.8333 10.8","1950-1960",109
2412,115.215221226513,87.8500131476146,8.45838690771451,12,1953,47.8333,10.8,"47.8333 10.8","1950-1960",109
2376,118.551595285602,29.4802817575021,5.82064503118877,12,1954,47.8333,10.8,"47.8333 10.8","1950-1960",129
1704,102.329760408586,76.442976196054,7.01677403671126,12,1955,47.8333,10.8,"47.8333 10.8","1950-1960",126
2052,101.916694656731,51.1403319620634,6.02983857490002,12,1956,47.8333,10.8,"47.8333 10.8","1950-1960",129
2820,131.372665464272,61.0178877964346,7.81693530914884,12,1957,47.8333,10.8,"47.8333 10.8","1950-1960",120
2076,108.543513328335,45.9024613338934,6.09209663802457,12,1958,47.8333,10.8,"47.8333 10.8","1950-1960",127
2724,123.257941898491,97.1953440083871,8.36629013557948,12,1959,47.8333,10.8,"47.8333 10.8","1950-1960",114
2412,115.886986318821,63.0175558162304,7.4593546719801,12,1960,47.8333,10.8,"47.8333 10.8","1950-1960",112
2124,114.999077817166,59.2376539618213,6.6685482380431,13,1951,49.7167,10.2167,"49.7167 10.2167","1950-1960",119
1752,98.2402900810763,100.54297519349,6.51354824150762,13,1952,49.7167,10.2167,"49.7167 10.2167","1950-1960",120
1824,100.077559756374,87.0863806518471,8.53758045433149,13,1953,49.7167,10.2167,"49.7167 10.2167","1950-1960",118
1884,110.460190708531,34.5400613462351,5.52645148937741,13,1954,49.7167,10.2167,"49.7167 10.2167","1950-1960",133
1824,99.5811740559248,115.296112195782,8.10290304469245,13,1955,49.7167,10.2167,"49.7167 10.2167","1950-1960",129
1740,97.7813635473537,57.2253752475717,6.09145147674867,13,1956,49.7167,10.2167,"49.7167 10.2167","1950-1960",132
2592,120.843851698458,68.9927738790466,6.88693532993596,13,1957,49.7167,10.2167,"49.7167 10.2167","1950-1960",130
1896,96.1540898722095,105.447858321553,7.92241917775884,13,1958,49.7167,10.2167,"49.7167 10.2167","1950-1960",124
2184,114.109228465058,151.611841612287,9.63306430081326,13,1959,49.7167,10.2167,"49.7167 10.2167","1950-1960",124
2508,110.023308315833,79.9668191355073,8.34548368443164,13,1960,49.7167,10.2167,"49.7167 10.2167","1950-1960",128
1752,102.038784536135,52.401164454757,6.52338695096513,14,1951,49.4667,9.58333,"49.4667 9.58333","1950-1960",120
1752,95.8710388871024,108.946820030981,7.0138708109697,14,1952,49.4667,9.58333,"49.4667 9.58333","1950-1960",112
1560,91.3544279290554,74.6699130906662,8.19112884917206,14,1953,49.4667,9.58333,"49.4667 9.58333","1950-1960",100
1956,107.422394195681,26.1379705823221,5.48596761931455,14,1954,49.4667,9.58333,"49.4667 9.58333","1950-1960",131
1464,90.7504277482925,68.6028498166226,6.35129018061824,14,1955,49.4667,9.58333,"49.4667 9.58333","1950-1960",122
1620,92.0880154716068,49.0910087389647,5.75258051658109,14,1956,49.4667,9.58333,"49.4667 9.58333","1950-1960",128
2508,117.572776504202,44.7600508125245,6.38677405079286,14,1957,49.4667,9.58333,"49.4667 9.58333","1950-1960",115
1512,90.0214783397238,47.6292808067355,6.01564502683018,14,1958,49.4667,9.58333,"49.4667 9.58333","1950-1960",123
2196,105.258298130088,98.9269005764677,8.79548367437336,14,1959,49.4667,9.58333,"49.4667 9.58333","1950-1960",116
2292,103.6574191235,52.3585602776552,6.72048372075322,14,1960,49.4667,9.58333,"49.4667 9.58333","1950-1960",119
2148,118.062224007618,54.898171138987,6.56467727262286,15,1951,49.8833,10.0333,"49.8833 10.0333","1950-1960",120
1992,102.435119665705,112.153374985715,6.8741933947369,15,1952,49.8833,10.0333,"49.8833 10.0333","1950-1960",111
1800,99.5009002533772,101.378709299119,8.93177399390768,15,1953,49.8833,10.0333,"49.8833 10.0333","1950-1960",103
2028,107.770520089343,36.2722728881868,6.01499986555427,15,1954,49.8833,10.0333,"49.8833 10.0333","1950-1960",121
1560,94.1987964070562,92.374554940819,7.37177402877639,15,1955,49.8833,10.0333,"49.8833 10.0333","1950-1960",119
1680,93.4669506965497,61.5365536436398,6.42548372734699,15,1956,49.8833,10.0333,"49.8833 10.0333","1950-1960",120
2448,119.061199002444,51.8467643975875,6.49322566131671,15,1957,49.8833,10.0333,"49.8833 10.0333","1950-1960",108
1884,100.715005008718,44.3906788734409,5.85354825625977,15,1958,49.8833,10.0333,"49.8833 10.0333","1950-1960",122
2376,114.063323496546,65.2419153512055,7.34806435188699,15,1959,49.8833,10.0333,"49.8833 10.0333","1950-1960",106
2316,110.138716124389,77.6757010173938,7.41225789883925,15,1960,49.8833,10.0333,"49.8833 10.0333","1950-1960",105
2808,131.667864185193,54.7793414630197,6.84483855668335,16,1951,50.9667,8.5,"50.9667 8.5","1950-1960",121
2268,116.922447291233,141.578056311079,8.3022578789462,16,1952,50.9667,8.5,"50.9667 8.5","1950-1960",121
2172,108.336322394786,93.4130640493681,8.42258045690194,16,1953,50.9667,8.5,"50.9667 8.5","1950-1960",115
2328,117.14797349021,52.6389257297496,7.10064500257854,16,1954,50.9667,8.5,"50.9667 8.5","1950-1960",122
1728,99.7768174011632,43.4403942152193,6.16870953953795,16,1955,50.9667,8.5,"50.9667 8.5","1950-1960",121
1968,99.2357132142308,74.5191750823164,7.20290306480902,16,1956,50.9667,8.5,"50.9667 8.5","1950-1960",126
2748,129.515383516389,100.516362291589,8.44645142411032,16,1957,50.9667,8.5,"50.9667 8.5","1950-1960",128
2112,107.838579710037,61.1366891694599,6.79064500950758,16,1958,50.9667,8.5,"50.9667 8.5","1950-1960",128
2484,116.006831144901,125.011532581526,9.31096753381914,16,1959,50.9667,8.5,"50.9667 8.5","1950-1960",123
2520,117.327742368556,93.9433294886658,8.42741916647121,16,1960,50.9667,8.5,"50.9667 8.5","1950-1960",108
3276,137.210807240566,61.2015814293863,7.01838693990102,17,1951,53.15,8.2,"53.15 8.2","1950-1960",123
2772,129.832610506688,94.259159513085,6.72209662394298,17,1952,53.15,8.2,"53.15 8.2","1950-1960",123
2604,118.068789778464,86.8122153404919,8.34080626518135,17,1953,53.15,8.2,"53.15 8.2","1950-1960",117
2496,122.455525111883,37.212800925303,6.72838694638302,17,1954,53.15,8.2,"53.15 8.2","1950-1960",124
1944,110.692827761701,89.9934835726517,8.00483853075533,17,1955,53.15,8.2,"53.15 8.2","1950-1960",130
2100,108.892386542427,43.7506605894061,6.20096760333305,17,1956,53.15,8.2,"53.15 8.2","1950-1960",128
3216,140.857534314945,70.2263811416931,7.69258047321871,17,1957,53.15,8.2,"53.15 8.2","1950-1960",121
2316,114.539503280712,54.6974526871936,6.49532243546339,17,1958,53.15,8.2,"53.15 8.2","1950-1960",127
2448,118.895219637212,123.10812233017,9.41451591860142,17,1959,53.15,8.2,"53.15 8.2","1950-1960",120
2556,127.970087162482,109.955640984596,9.21451592307177,17,1960,53.15,8.2,"53.15 8.2","1950-1960",121
2904,131.700949497467,75.0011743662417,7.55935466974493,18,1951,48.65,9.86667,"48.65 9.86667","1950-1960",123
2364,118.501996918584,146.627145435055,8.70177399904858,18,1952,48.65,9.86667,"48.65 9.86667","1950-1960",121
2196,109.314178377131,93.5714421769293,8.10693530266684,18,1953,48.65,9.86667,"48.65 9.86667","1950-1960",113
2496,122.069540859158,60.1372318509942,7.20532241959365,18,1954,48.65,9.86667,"48.65 9.86667","1950-1960",131
1692,99.7633324925181,97.2951304722498,7.96935466058072,18,1955,48.65,9.86667,"48.65 9.86667","1950-1960",127
2028,103.514046156356,77.5257813276498,7.26080628932123,18,1956,48.65,9.86667,"48.65 9.86667","1950-1960",130
2652,127.790514828691,77.8782029253985,7.59193531417799,18,1957,48.65,9.86667,"48.65 9.86667","1950-1960",127
2136,106.12653097224,83.0815093835064,7.51693531585437,18,1958,48.65,9.86667,"48.65 9.86667","1950-1960",127
2568,120.279164480552,149.148611262397,10.0059675182847,18,1959,48.65,9.86667,"48.65 9.86667","1950-1960",119
2664,125.225475559062,121.068322710913,9.49338688458046,18,1960,48.65,9.86667,"48.65 9.86667","1950-1960",126
1884,106.94493277759,48.9856808611581,6.2072579257731,19,1951,50.5667,6.26667,"50.5667 6.26667","1950-1960",124
1848,98.1409331474209,133.286775523208,7.51354821915588,19,1952,50.5667,6.26667,"50.5667 6.26667","1950-1960",118
1800,97.288997858137,69.9662293075249,7.43596757572865,19,1953,50.5667,6.26667,"50.5667 6.26667","1950-1960",112
1824,102.527920719503,48.0821914777557,6.13419341127719,19,1954,50.5667,6.26667,"50.5667 6.26667","1950-1960",130
1536,92.4806231430444,87.5884274433434,7.09209661567283,19,1955,50.5667,6.26667,"50.5667 6.26667","1950-1960",124
1584,91.6304675716396,69.8127607670212,6.7898385579127,19,1956,50.5667,6.26667,"50.5667 6.26667","1950-1960",129
2520,115.732720364633,59.175246535748,6.48258050026432,19,1957,50.5667,6.26667,"50.5667 6.26667","1950-1960",124
1752,96.4184276173943,48.752234192716,5.71822567863931,19,1958,50.5667,6.26667,"50.5667 6.26667","1950-1960",129
2280,110.694019570938,80.2940981708428,7.76677401994746,19,1959,50.5667,6.26667,"50.5667 6.26667","1950-1960",119
2304,107.953369682414,62.7141299578348,7.37661273834566,19,1960,50.5667,6.26667,"50.5667 6.26667","1950-1960",127
2232,121.249914167659,54.3718636971174,6.55032243423404,20,1951,49.9333,11.2833,"49.9333 11.2833","1950-1960",125
2004,102.868133209017,102.482714482838,6.59677404609899,20,1952,49.9333,11.2833,"49.9333 11.2833","1950-1960",121
1956,101.708339126717,103.798405253288,8.97241915428951,20,1953,49.9333,11.2833,"49.9333 11.2833","1950-1960",115
2052,107.126607227998,55.0663265853279,6.59193533652973,20,1954,49.9333,11.2833,"49.9333 11.2833","1950-1960",143
1452,92.9654103135963,91.4048935981338,7.41612886649466,20,1955,49.9333,11.2833,"49.9333 11.2833","1950-1960",161
1716,95.2819477034074,90.6382270406247,7.9108062747926,20,1956,49.9333,11.2833,"49.9333 11.2833","1950-1960",142
2436,118.898790648101,44.2366737928215,6.15225792700245,20,1957,49.9333,11.2833,"49.9333 11.2833","1950-1960",119
1872,103.085948730087,66.6897784119222,6.46983856506526,20,1958,49.9333,11.2833,"49.9333 11.2833","1950-1960",134
2508,116.779372737945,101.402231428664,8.43419335986818,20,1959,49.9333,11.2833,"49.9333 11.2833","1950-1960",122
2340,107.7898090649,70.9967544198607,7.47854821993819,20,1960,49.9333,11.2833,"49.9333 11.2833","1950-1960",130
2400,123.774811577117,66.6843760044879,7.10193532513034,21,1951,49.95,11.1667,"49.95 11.1667","1950-1960",132
2016,108.953285067997,159.612007888942,8.73870948209397,21,1952,49.95,11.1667,"49.95 11.1667","1950-1960",126
2016,103.448980471961,73.5660963756929,7.29016112737478,21,1953,49.95,11.1667,"49.95 11.1667","1950-1960",130
2088,112.804974603892,39.9240379634915,5.98112889856941,21,1954,49.95,11.1667,"49.95 11.1667","1950-1960",130
1632,95.7615311312713,78.5222557841059,6.90596758757508,21,1955,49.95,11.1667,"49.95 11.1667","1950-1960",123
1860,97.7589979007302,53.9135004627257,6.20580631290232,21,1956,49.95,11.1667,"49.95 11.1667","1950-1960",135
2520,123.470973367907,56.3375748066809,6.67483856048315,21,1957,49.95,11.1667,"49.95 11.1667","1950-1960",124
2028,104.54470745554,63.0466999265392,6.6527417867835,21,1958,49.95,11.1667,"49.95 11.1667","1950-1960",134
2520,116.115722412682,117.68072362733,9.25096753516024,21,1959,49.95,11.1667,"49.95 11.1667","1950-1960",113
2436,115.941452502183,56.2519659394443,6.67709662494881,21,1960,49.95,11.1667,"49.95 11.1667","1950-1960",125
3276,137.025612920888,76.9653272893003,7.81177401894163,22,1951,49.3333,10.8,"49.3333 10.8","1950-1960",133
2736,132.54468602122,179.8938516882,9.59338688234528,22,1952,49.3333,10.8,"49.3333 10.8","1950-1960",126
2280,108.866350647617,113.000514676812,9.27774172811018,22,1953,49.3333,10.8,"49.3333 10.8","1950-1960",114
2556,120.221061312336,73.8363797298057,8.00887078872972,22,1954,49.3333,10.8,"49.3333 10.8","1950-1960",128
1908,104.977728742756,92.4831359800576,8.19822562320699,22,1955,49.3333,10.8,"49.3333 10.8","1950-1960",126
2100,102.386250368622,73.9985946232297,7.42274176957266,22,1956,49.3333,10.8,"49.3333 10.8","1950-1960",130
2748,132.791096898912,86.4935492024718,8.32564497519765,22,1957,49.3333,10.8,"49.3333 10.8","1950-1960",123
2280,111.811007401801,52.9762576737543,6.60935469097908,22,1958,49.3333,10.8,"49.3333 10.8","1950-1960",129
2616,121.549907301991,162.356408578396,10.6806449225593,22,1959,49.3333,10.8,"49.3333 10.8","1950-1960",121
2736,127.304972515623,134.450545387496,9.84483848962813,22,1960,49.3333,10.8,"49.3333 10.8","1950-1960",125
2772,129.98515073436,68.8389709921122,7.32225790085091,23,1951,48.4333,10.4167,"48.4333 10.4167","1950-1960",134
2208,113.563996134351,151.120605722949,8.66225787089957,23,1952,48.4333,10.4167,"48.4333 10.4167","1950-1960",123
2208,108.227146149911,103.151064347219,8.94774173548625,23,1953,48.4333,10.4167,"48.4333 10.4167","1950-1960",135
2340,118.099574508902,44.2165743710886,6.31580631044363,23,1954,48.4333,10.4167,"48.4333 10.4167","1950-1960",134
1752,100.313229806369,153.483959131493,9.72258042784468,23,1955,48.4333,10.4167,"48.4333 10.4167","1950-1960",126
1956,102.30669455934,49.6220684777315,6.05161276796172,23,1956,48.4333,10.4167,"48.4333 10.4167","1950-1960",126
2664,126.486158026731,66.3080034442968,7.02016113340975,23,1957,48.4333,10.4167,"48.4333 10.4167","1950-1960",153
2100,104.723173663106,102.468286327563,7.97580627333974,23,1958,48.4333,10.4167,"48.4333 10.4167","1950-1960",140
2520,119.576698722522,107.363245748722,8.71145141818711,23,1959,48.4333,10.4167,"48.4333 10.4167","1950-1960",139
2664,121.225850444101,84.1729110386192,8.15612884995437,23,1960,48.4333,10.4167,"48.4333 10.4167","1950-1960",130
3060,132.672595990496,89.9839825006755,8.30903207234317,24,1951,52.4,9.45,"52.4 9.45","1950-1960",143
2484,125.181164554543,182.745979160261,9.87048365034524,24,1952,52.4,9.45,"52.4 9.45","1950-1960",103
2196,108.534151259248,105.123696083045,8.53903206720227,24,1953,52.4,9.45,"52.4 9.45","1950-1960",105
2544,124.031721593772,42.1691114366654,6.5004837256706,24,1954,52.4,9.45,"52.4 9.45","1950-1960",124
1836,106.170382759099,89.9106558301989,7.84983853421985,24,1955,52.4,9.45,"52.4 9.45","1950-1960",123
2064,105.795719469105,76.9303333813238,7.3664514482502,24,1956,52.4,9.45,"52.4 9.45","1950-1960",134
2544,126.692833352776,71.4064335506107,7.60032241076471,24,1957,52.4,9.45,"52.4 9.45","1950-1960",116
