"Mean.Utah.1","Mean.Port.1","Mean.GDD.1","Spring.Temp.1","Site Num..1","Mean.Utah.2","Mean.Port.2","Mean.GDD.2","Spring.Temp.2","Site Num..2","Mean.Utah.3","Mean.Port.3","Mean.GDD.3","Spring.Temp.3","Site Num..3","Mean.Utah.4","Mean.Port.4","Mean.GDD.4","Spring.Temp.4","Site Num..4","Mean.Utah.5","Mean.Port.5","Mean.GDD.5","Spring.Temp.5","Site Num..5","Mean.Utah.6","Mean.Port.6","Mean.GDD.6","Spring.Temp.6","Site Num..6","Mean.Utah.7","Mean.Port.7","Mean.GDD.7","Spring.Temp.7","Site Num..7","Mean.Utah.8","Mean.Port.8","Mean.GDD.8","Spring.Temp.8","Site Num..8","Mean.Utah.9","Mean.Port.9","Mean.GDD.9","Spring.Temp.9","Site Num..9","Mean.Utah.10","Mean.Port.10","Mean.GDD.10","Spring.Temp.10","Site Num..10","Mean.Utah.11","Mean.Port.11","Mean.GDD.11","Spring.Temp.11","Site Num..11","Mean.Utah.12","Mean.Port.12","Mean.GDD.12","Spring.Temp.12","Site Num..12","Mean.Utah.13","Mean.Port.13","Mean.GDD.13","Spring.Temp.13","Site Num..13","Mean.Utah.14","Mean.Port.14","Mean.GDD.14","Spring.Temp.14","Site Num..14","Mean.Utah.15","Mean.Port.15","Mean.GDD.15","Spring.Temp.15","Site Num..15","Mean.Utah.16","Mean.Port.16","Mean.GDD.16","Spring.Temp.16","Site Num..16","Mean.Utah.17","Mean.Port.17","Mean.GDD.17","Spring.Temp.17","Site Num..17"
1620,95.1618341790498,119.545124162733,8.88290302725809,1,1656,99.5040632563612,152.424917797302,9.77838687821021,2,1488,99.77731466644,142.437210201702,9.60951591424283,3,1356,86.4197258822603,84.0168164802922,7.72854821435026,4,1452,90.950096985506,121.033361369945,9.10145140946993,5,1344,90.4153460670656,119.016175414202,8.87483851130932,6,1440,90.2586852240702,119.069193935546,9.04451592687157,7,1536,96.32502538929,137.307960692284,9.57758043108568,8,1476,94.2923528146246,160.750705637684,10.2791933186292,9,1392,90.5611447187705,116.516372669294,9.00096754074818,10,1572,96.9424476761193,132.139392655169,9.40580624137675,11,1368,90.7674876700382,150.523808778712,10.0020965506293,12,1584,97.0586729730578,131.157537071829,9.1464514084641,13,1416,91.7249444155245,115.221433030819,8.93258044550255,14,1452,90.950096985506,121.291853809462,8.64177400038968,15,1908,101.902629231755,103.984818396682,8.77564496513937,16,1464,91.7588100241202,129.704838789429,9.31112882413811,17
2052,109.995828086989,35.7475512637555,5.73758051691637,1,2196,116.348063397709,81.0814158249497,8.06193530367267,2,2304,115.367310787986,51.0806250167881,6.87725791079743,3,2004,102.168031883516,29.6199934023129,5.65403213168705,4,1956,110.375950724973,44.2613671937522,6.52241920905128,5,2064,108.397843387107,54.273561740515,7.10387080895805,6,2256,110.452135097696,28.6324392223529,5.67306438932616,7,2148,114.173630176506,49.5568145165896,6.67935468941446,8,2208,112.827279578119,34.2712873951726,6.08870954132609,9,2208,110.582775622412,28.6541214031511,5.72145148501882,10,2148,113.951505720426,43.4650379423887,6.51483856405943,11,2040,106.921414988241,49.010537068256,6.94870952210359,12,2292,113.277457508199,95.2548003514767,8.21193530031991,13,2064,109.792997978092,45.7464538487241,6.92241920011058,14,1956,110.375950724973,36.9327955597893,6.22951598979172,15,2280,116.764812631246,57.8798128607721,7.23161274158666,16,2100,110.352829531042,35.1954858755846,5.99838696269979,17
2328,115.609630959932,23.8899543395496,5.42693536256951,1,2148,110.493377755638,85.7566218101191,7.72145144031533,2,2028,108.926508416623,80.7583666596322,7.13951596945164,3,2052,108.243554205343,66.9598496199627,6.51629017693021,4,2052,109.196341511978,110.70515471666,8.52870948678784,5,2016,108.539543523372,70.422545689828,6.99629016620137,6,2052,109.420049184391,81.5566909819989,7.10838693788936,7,2124,112.285616622829,66.7961861705827,7.01677403671126,8,2136,110.108583611687,126.031321689081,9.09999979659915,9,2004,108.888878104575,79.4056021285863,6.98241919876947,10,2160,110.891509507888,72.4972476378211,6.92048371628287,11,2064,107.369105050061,48.4012536470746,6.55967727273462,12,2100,110.26426428323,122.186131532577,9.01306431467134,13,2112,109.419838711971,76.9107850977207,6.80677404140513,14,2052,109.196341511978,115.335799521292,8.79048367448512,15,2556,121.551772992037,57.670395311852,6.75629017156579,16,2016,108.468759066567,120.457990085443,9.00790302446412,17
2376,119.520981991287,18.1583349663653,4.67564505678151,1,2664,124.082291422948,39.1620392752116,6.31016114927948,2,2232,115.120808915506,53.6488868695056,6.36838695442965,3,1812,105.616882776028,38.6670138564186,6.00129018844135,4,1968,106.593212136235,51.3303147060437,6.15951599135634,5,1800,108.345032401433,37.1923174952258,6.12596760500943,6,1836,106.807297796884,58.7692586860204,6.53483856361239,7,2208,115.00168257897,57.2277129514138,6.64580630306755,8,1956,108.479045343625,88.2303731742251,7.92258046807781,9,1800,105.732680769485,55.8188085945883,6.35193534189415,10,2220,118.238585414894,77.1967602093018,7.39967725395916,11,1824,106.412119995067,56.2195946969288,6.96112887666471,12,1956,101.746399999565,58.9085327441485,6.59919340088363,13,1968,106.867181440603,57.0497281157829,6.43983856573581,14,1968,106.593212136235,120.483171885613,9.10274173202173,15,2472,123.815392092214,63.4902348507795,6.76241920368686,16,1956,105.043887216362,70.3454645153218,6.99241919854596,17
1884,102.28378189605,65.4545448008947,5.97032244719805,1,1776,103.735295541549,107.563298966059,8.05177401357721,2,1860,103.362876797725,78.5035497489047,7.70467724714188,3,1524,91.0132836272306,44.1792158274397,6.61096759416884,4,1608,97.1480767700438,76.6651049370564,7.66306434484619,5,1428,92.9763305181677,67.449861000237,6.76951597772178,6,1668,96.8376578576781,88.7964152039156,8.16274175303237,7,1800,101.935298693847,80.4446595074416,6.86741920133993,8,1728,99.3815447299878,90.53355296136,8.11435465733971,9,1716,98.7588779170736,80.3387824346062,7.85725788889273,10,1872,101.663872512698,101.340710252212,8.57161271163533,11,1440,87.9157832495079,87.0606552453408,8.29806433065284,12,1812,100.766750069592,73.1558519017831,7.76887079409414,13,1584,98.8268710540939,79.3490158094747,7.7796772454655,14,1608,97.1480767700438,73.0601031387741,7.33354822317919,15,1872,103.828249117425,114.980557878594,9.06677399089019,16,1608,98.355224084145,76.0925492133874,7.63564499062035,17
2592,121.634622047675,30.0554316974747,5.24403214085126,1,2616,116.618357858757,117.945031514003,8.47064497195665,2,2292,115.365502421583,67.4346219897076,6.55354824061355,3,2160,111.817442943319,83.2798824745415,7.04241919742837,4,2448,121.986981593156,89.1801613004519,6.89258049110011,5,2148,108.862642075019,77.2330837234258,7.0429030683853,6,2316,116.156451049064,97.4461847318175,7.31645144936779,7,2544,123.21707692934,77.9045277654162,6.95645145741442,8,2424,119.334371009559,85.2931335410826,7.10499984119087,9,2364,119.729121836106,77.56210767822,6.77645146143773,10,2484,120.182518174181,112.942799427099,7.74419337529088,11,2088,111.614566633315,135.346337001553,8.80274173872726,12,2292,115.311058851153,93.6023858431798,7.22387080627584,13,2436,120.817457072077,120.618992066666,7.78548369694862,14,2448,121.986981593156,178.478002753281,9.5682255925851,15,2544,122.966295608696,64.5269582847605,6.37048372857633,16,2460,121.077768011734,123.280431930511,7.91677401659469,17
1764,98.9860704240455,69.5696208705497,7.10774177661346,1,1680,106.51001942929,116.527744770654,9.07370947460614,2,1704,102.386577340948,79.8506014000586,7.66903208664829,3,1440,90.1055041873428,42.6808726270465,6.17225792655541,4,1584,94.7129771327854,98.2931273565321,8.29225787916972,5,1476,97.0143016673587,67.1157208032642,6.91903210341209,6,1488,96.009940382101,69.2004349365793,7.3038708044877,7,1560,101.192516195689,98.7037420687595,8.49548368107888,8,1548,98.5333535712629,67.8209362323001,7.24532241869958,9,1500,96.4163345750265,57.7457620238035,6.9506450059313,10,1644,100.582807469538,92.1557216340667,8.17419336567963,11,1476,98.0606635657541,57.5275110677741,6.56032243401052,12,1692,100.049560505342,87.2011631106002,7.77145143919775,13,1488,94.9818256051621,69.5969913885968,7.33403209413612,14,1584,94.7129771327854,130.969959811118,9.64838688111594,15,1992,103.375702997201,68.5187274879746,7.51177402564715,16,1560,96.7303671750208,79.2038366268564,7.66225789325132,17
2748,128.697126476648,49.342220476067,6.69419339876021,1,2952,129.450165695975,107.576307634215,9.01225786307646,2,2544,121.630921034543,73.290831404889,7.68306434439916,3,1884,101.394994362915,58.7938123535427,6.74467726859955,4,2424,121.677487339091,66.2377365517864,7.25790306357967,5,2244,109.434305013376,60.2686237741189,7.18935467801507,6,2244,111.572877274088,56.1350501877561,6.80999984778464,7,2628,124.222084051506,81.133089501423,8.02322562711854,8,2400,118.096005963715,63.1576729821168,7.2583869345366,9,2256,112.794612292387,70.7980149205223,7.20919338724906,10,2640,125.609835785783,86.9711895902962,8.11532239925357,11,2124,108.666164374975,29.4025614964833,5.33629020330526,12,2376,116.645876672121,67.4095132985849,7.47758047802434,13,2256,115.606589887854,82.5818903788099,7.86935466281589,14,2424,121.677487339091,89.1805619049268,7.98016111195208,15,3288,138.050166196073,81.7553255055915,7.8653224048415,16,2364,119.64705784975,64.9487447170385,7.1806450007904,17
2316,116.24238968496,66.1762059841071,7.13596758243418,1,2172,114.518434774563,109.799830835612,9.14096753761893,2,2244,112.607883933579,93.8450515219958,8.34596755538857,3,1992,104.721028373624,45.508422536352,6.40112888918168,4,2280,112.887563242879,44.1363671737732,6.36258050294653,5,2220,111.560959191988,73.1603818439779,7.77338692302545,6,2208,111.005290232272,59.7302370713565,7.00435468215015,7,2136,111.004663499306,57.3883976851577,7.24080628976827,8,2256,110.819765677898,62.9455988333827,7.29693532077175,9,2220,109.775800181778,58.6585120141001,6.98838694057157,10,2268,113.715427111077,93.3221244457411,8.28370949226401,11,2220,110.484136290793,63.7992963996006,7.42387080180549,12,2256,112.020483296862,85.2144639327905,8.16870949483446,13,2172,106.858137049174,73.3178718691717,7.41354822139106,14,2280,112.887563242879,84.2588921100251,8.05999981984496,15,2628,125.792741110149,64.3439294519838,7.19903209715361,16,2220,108.984020764773,65.6885184221111,7.26129016027816,17
3000,133.330603214298,71.0303759108214,7.67870950578682,1,2904,130.270997948585,104.345029382095,8.85838689877381,2,2532,119.261101998682,71.7787650211614,7.18596758131659,3,2568,119.386637424278,42.2373345134712,5.91499986778945,4,2904,131.493150169319,66.1581103438289,7.61580628138636,5,2616,122.256243672205,94.7349200517005,8.55419335718597,6,2700,124.337596907226,73.0859628408459,7.68403208631301,7,2844,129.693340167133,83.8947291117551,8.0327417559381,8,2760,126.420068590508,65.2787886579351,7.21564500000809,9,2748,125.307190516249,67.0900657579556,7.23129016094871,10,2772,128.022574651022,81.8755661702708,8.12870949572853,11,2628,123.015591591203,74.9356495556438,7.90112885565407,12,2580,121.97681891697,51.0940431551213,6.51145146736094,13,2880,127.549318085551,53.7639487095323,6.77870952590339,14,2904,131.493150169319,51.4359028864091,6.79612888035274,15,3072,134.179952771378,96.4356675582849,8.45387077878319,16,2736,124.9869213964,63.598771642826,7.11096758299297,17
