"site","year","gddreq","leafout_date"
14,1,252.189290273974,154
14,2,205.631176680842,148
14,3,200,142
14,4,260.761626904113,155
14,5,276.188558292412,161
14,6,200,143
14,7,268.748565429484,157
14,8,212.7682800271,146
14,9,243.85313225203,145
14,10,200,149
14,11,244.768676276364,150
14,12,200,150
14,13,200,143
14,14,260.209308292244,154
14,15,243.499014795591,155
14,16,296.325164624053,153
14,17,268.274133410831,151
14,18,232.136171369144,157
14,19,213.769474716654,149
14,20,220.596062755708,146
14,21,200,146
14,22,219.752710252682,152
14,23,228.013690604038,146
14,24,284.585949535393,157
14,25,250.603365353075,151
14,26,298.893173384271,159
14,27,235.222823028355,149
14,28,253.534406430646,154
14,29,232.976189105575,147
14,30,245.149646407316,155
15,1,262.736465813287,151
15,2,200,147
15,3,203.042201740234,149
15,4,200,137
15,5,216.486460955794,155
15,6,226.164357678253,161
15,7,226.287374791296,147
15,8,200,142
15,9,237.915258945827,153
15,10,242.463409626163,147
15,11,201.606341856002,144
15,12,200,145
15,13,259.661355675201,153
15,14,226.476001287688,148
15,15,338.001746224007,162
15,16,303.620484825299,156
15,17,218.294033490177,146
15,18,200,140
15,19,238.738227914403,151
15,20,251.132535866384,152
15,21,207.496493847073,147
15,22,233.084616072531,150
15,23,239.191981763569,147
15,24,256.048725051055,151
15,25,288.361969781618,158
15,26,236.770809969284,144
15,27,285.56905724466,165
15,28,208.861787460244,147
15,29,200,147
15,30,336.490937394015,167
16,1,211.904048826274,142
16,2,206.333700813648,146
16,3,203.654172199194,145
16,4,264.692369278282,148
16,5,286.174468983954,157
16,6,243.351741359995,147
16,7,209.56180656213,146
16,8,268.109104501685,157
16,9,291.072310199655,155
16,10,257.059081126911,151
16,11,215.0192209425,144
16,12,200,152
16,13,200,136
16,14,248.539076685962,145
16,15,255.205550818499,150
16,16,230.663910541459,146
16,17,288.920088191471,155
16,18,268.511177054628,158
16,19,258.118351025854,149
16,20,243.288258273478,146
16,21,266.079528256843,157
16,22,250.075801788255,153
16,23,281.72823569128,163
16,24,232.151282689584,153
16,25,275.156305694482,157
16,26,210.481899519473,144
16,27,277.04441288777,154
16,28,224.591405389238,148
16,29,200.200456603826,144
16,30,251.8201545244,152
17,1,200,144
17,2,216.169136271125,148
17,3,239.644542682646,155
17,4,239.388503713534,150
17,5,241.78950928276,149
17,6,240.310615391385,157
17,7,200,147
17,8,200,141
17,9,200,149
17,10,216.358535063728,143
17,11,218.195353462364,148
17,12,200,144
17,13,225.926430786017,152
17,14,200,143
17,15,207.272252134173,149
17,16,200,139
17,17,200,144
17,18,217.339234527635,151
17,19,200,140
17,20,201.890855048717,145
17,21,246.780564269457,157
17,22,200,153
17,23,320.410149716294,158
17,24,242.900748842755,151
17,25,287.17324187465,156
17,26,204.18633093921,143
17,27,233.982419377471,150
17,28,267.140215422498,153
17,29,263.322233613505,156
17,30,200,142
18,1,200,151
18,2,200,147
18,3,200,144
18,4,275.979911068898,153
18,5,285.175082951689,154
18,6,265.127001675275,153
18,7,228.63304071794,151
18,8,200,150
18,9,254.069743054691,152
18,10,246.5246370357,156
18,11,200,143
18,12,235.18006262445,148
18,13,200.2274869608,137
18,14,200,144
18,15,284.095103258125,159
18,16,222.53143419415,143
18,17,200,145
18,18,246.271069497743,149
18,19,274.681023938799,153
18,20,200,148
18,21,200,150
18,22,210.686023079355,144
18,23,200,145
18,24,200,150
18,25,241.633060223945,144
18,26,316.990461460358,164
18,27,281.542952960729,157
18,28,237.399011897845,149
18,29,259.01353592748,154
18,30,247.019624868628,152
19,1,219.130456369016,151
19,2,200,144
19,3,244.075276054486,151
19,4,297.075111998422,162
19,5,200,147
19,6,211.696374265877,144
19,7,290.698163249229,158
19,8,232.426304232208,147
19,9,291.60478682822,156
19,10,299.952162735747,158
19,11,265.268993962088,148
19,12,200,144
19,13,230.643971721028,149
19,14,252.710533713611,159
19,15,263.174398832304,152
19,16,200,140
19,17,265.728785112028,151
19,18,204.570896434757,152
19,19,200,146
19,20,244.61688553032,145
19,21,200,140
19,22,295.012824139868,160
19,23,200,143
19,24,209.738308540984,145
19,25,200,143
19,26,212.179010374953,144
19,27,200,145
19,28,225.309940903976,152
19,29,200,143
19,30,258.184215006257,147
20,1,244.090563521726,151
20,2,200.662897411825,147
20,3,334.488039262365,162
20,4,315.124036836222,153
20,5,322.247443804683,159
20,6,200,144
20,7,230.717436907092,149
20,8,205.507261516813,147
20,9,248.032466290372,160
20,10,260.161770087007,149
20,11,270.048250522528,160
20,12,247.667421527254,155
20,13,206.900207778939,146
20,14,244.041864702599,156
20,15,266.28043645633,155
20,16,212.948379267922,143
20,17,257.16219900589,158
20,18,200,149
20,19,201.346505835765,143
20,20,200,141
20,21,295.095821658133,167
20,22,204.674649053503,140
20,23,266.442518966431,155
20,24,212.988264457838,148
20,25,216.620997257765,153
20,26,268.890152147053,154
20,27,200,144
20,28,218.276481987985,147
20,29,259.572858211286,153
20,30,200,143
21,1,201.958510693209,143
21,2,234.426568197077,152
21,3,326.322230073634,166
21,4,233.836769071386,146
21,5,216.778388804269,143
21,6,259.196613434211,156
21,7,214.239111672287,141
21,8,211.360725429363,142
21,9,200,142
21,10,200,147
21,11,304.398764564102,164
21,12,275.959432004192,150
21,13,200.119289273527,149
21,14,229.211130935264,156
21,15,206.888852490601,145
21,16,334.708599406344,169
21,17,229.252568044902,154
21,18,247.228484780857,152
21,19,200,139
21,20,253.030204972109,153
21,21,234.770169645858,147
21,22,200,145
21,23,292.60478943796,155
21,24,244.28205221602,157
21,25,200,149
21,26,211.603052570685,141
21,27,200,147
21,28,311.183428526782,163
21,29,200,148
21,30,337.846527220211,162
22,1,316.247205165017,160
22,2,200,146
22,3,242.022388870884,149
22,4,200,142
22,5,200,150
22,6,237.896502063814,150
22,7,327.797559456039,158
22,8,204.525154546457,144
22,9,200,146
22,10,200,145
22,11,273.516866728516,161
22,12,279.316686743854,152
22,13,278.613381589809,149
22,14,232.693195246182,145
22,15,302.357792658088,155
22,16,256.726306892638,155
22,17,200,142
22,18,200,144
22,19,285.227573753626,154
22,20,200,148
22,21,230.844522003101,142
22,22,200,144
22,23,228.349236811082,151
22,24,200,145
22,25,243.566825875698,147
22,26,298.711576399143,155
22,27,219.880850076274,148
22,28,200,150
22,29,226.981520898987,148
22,30,309.506970969307,156
23,1,200.824698571046,142
23,2,200,142
23,3,298.926993996741,162
23,4,282.544280193705,156
23,5,208.093099093133,143
23,6,257.615899729454,151
23,7,241.433896064466,149
23,8,223.395482009633,146
23,9,273.483449194326,154
23,10,200,143
23,11,200,149
23,12,253.70420071943,152
23,13,263.178273077647,156
23,14,250.423652387388,150
23,15,272.626401818227,161
23,16,211.54843492855,147
23,17,272.562669372423,151
23,18,231.024043159306,153
23,19,200,150
23,20,200,148
23,21,201.723763628586,151
23,22,200,146
23,23,240.506799564396,154
23,24,303.071441638854,155
23,25,211.360388830899,149
23,26,284.162079068103,157
23,27,248.619117134819,152
23,28,200,142
23,29,245.922148104581,154
23,30,221.312635958973,142
24,1,262.998607474335,155
24,2,200,142
24,3,239.982911704256,154
24,4,200,143
24,5,228.736070656231,149
24,6,212.77589188909,148
24,7,272.518416017112,155
24,8,200,144
24,9,287.959047489929,156
24,10,200,140
24,11,218.251273457295,147
24,12,274.769833716319,154
24,13,200,148
24,14,236.062425840259,150
24,15,200,143
24,16,258.648565665681,161
24,17,208.37526949868,140
24,18,200,144
24,19,224.842084150636,150
24,20,203.46142824894,149
24,21,254.638415980095,152
24,22,313.353178881829,162
24,23,218.821182016222,151
24,24,284.593915852699,156
24,25,305.948648992394,159
24,26,216.35236767176,146
24,27,200,149
24,28,248.140399835213,152
24,29,200,144
24,30,261.49492281604,159
25,1,310.567633350795,160
25,2,200,148
25,3,219.579415879167,151
25,4,200,143
25,5,200,142
25,6,225.790857561594,145
25,7,264.53682006271,156
25,8,200,136
25,9,232.179240897727,150
25,10,277.470832990586,154
25,11,215.113480833564,150
25,12,252.876531523168,151
25,13,228.836829498916,150
25,14,282.060319426417,154
25,15,233.354699827439,146
25,16,204.283738952846,146
25,17,200,142
25,18,200,140
25,19,200,142
25,20,200,148
25,21,248.892729168966,150
25,22,237.584869868437,151
25,23,237.510221902635,150
25,24,256.974676551069,157
25,25,229.72681481811,158
25,26,221.030101748264,144
25,27,217.373340889021,147
25,28,200,144
25,29,204.986155610506,150
25,30,242.620091842359,150
26,1,221.291430125914,152
26,2,252.754495734423,155
26,3,338.557333107707,162
26,4,200,148
26,5,242.915093605945,158
26,6,241.024045984157,147
26,7,281.291070032543,164
26,8,200,149
26,9,208.052092912258,146
26,10,200,143
26,11,297.363955883935,159
26,12,213.451776511542,146
26,13,260.427134350569,161
26,14,299.916737515033,164
26,15,206.368796939735,144
26,16,255.760132901319,155
26,17,209.913018488122,151
26,18,228.97367255492,146
26,19,208.54393469168,146
26,20,200,144
26,21,285.708434890771,158
26,22,265.048163330862,152
26,23,302.610067302789,163
26,24,262.203348820287,158
26,25,200,145
26,26,211.819954287118,149
26,27,255.192567188365,152
26,28,220.739567980631,148
26,29,244.011989387078,146
26,30,232.045245919607,148
27,1,329.949425069384,157
27,2,217.909744503105,148
27,3,247.8240338886,158
27,4,200,146
27,5,244.850915503321,149
27,6,276.687211456996,158
27,7,233.760547830456,154
27,8,234.321175157856,161
27,9,277.003724627627,160
27,10,217.32096556735,141
27,11,201.511208340987,144
27,12,200,154
27,13,217.906520674808,158
27,14,265.795100455568,159
27,15,270.298356288673,153
27,16,221.856834557077,153
27,17,266.061804450681,142
27,18,233.416864039903,145
27,19,274.316648766276,156
27,20,200,148
27,21,249.473234600671,147
27,22,211.568516227684,147
27,23,237.493454096159,144
27,24,200,153
27,25,262.75241482107,150
27,26,280.296335778442,162
27,27,200,144
27,28,204.672854590361,145
27,29,289.269754601155,160
27,30,215.909051320644,144
28,1,200,148
28,2,200,149
28,3,207.01411893781,144
28,4,204.697618107617,146
28,5,211.186656773567,141
28,6,249.11491700128,151
28,7,200,145
28,8,214.254614112336,149
28,9,216.135649822214,147
28,10,215.526166860186,145
28,11,289.87755441707,152
28,12,200,148
28,13,241.410593476876,149
28,14,257.261336860025,154
28,15,210.787728226427,143
28,16,215.646477429604,153
28,17,283.095903875773,155
28,18,200,142
28,19,235.852360202438,148
28,20,246.184233613237,153
28,21,286.223290940449,154
28,22,255.125837995172,156
28,23,296.16708073944,156
28,24,200,146
28,25,224.193509714179,146
28,26,215.528378389569,151
28,27,200,151
28,28,260.087046651427,153
28,29,304.079578205551,157
28,30,319.610552818541,162
29,1,243.935209625198,151
29,2,273.341866682593,160
29,3,200,143
29,4,291.667655349442,160
29,5,200,145
29,6,235.041969957685,145
29,7,252.87985084229,152
29,8,276.547783224874,153
29,9,271.72272857976,151
29,10,200,141
29,11,212.968032233527,151
29,12,227.239565730208,145
29,13,200,146
29,14,200,141
29,15,225.727011237055,144
29,16,200,153
29,17,238.111029107931,156
29,18,249.87229375902,153
29,19,200,139
29,20,242.629093248651,157
29,21,249.696896337927,154
29,22,200,150
29,23,200,147
29,24,200.170610109581,149
29,25,240.147120675063,154
29,26,240.373478171536,149
29,27,205.66174599817,144
29,28,314.581160923774,157
29,29,257.061853668024,154
29,30,249.428268102732,153
30,1,252.177472568199,154
30,2,200,150
30,3,200,143
30,4,200,146
30,5,200,142
30,6,200,145
30,7,200,148
30,8,200,148
30,9,205.023807428365,149
30,10,216.832141183135,142
30,11,287.22827545481,158
30,12,200,143
30,13,234.160467159334,153
30,14,225.602466085731,146
30,15,200,141
30,16,216.495255804963,161
30,17,287.178585742803,160
30,18,207.260194840198,147
30,19,276.304956284801,154
30,20,277.582203407703,155
30,21,200,144
30,22,329.082076352785,164
30,23,304.811270902877,161
30,24,200,144
30,25,200,143
30,26,258.223327365888,156
30,27,277.786192007063,158
30,28,309.229495129977,162
30,29,253.064570202058,153
30,30,209.695027942421,143
31,1,299.337330037234,160
31,2,200,144
31,3,250.900854592314,158
31,4,236.544884267882,152
31,5,200,146
31,6,227.715345528856,151
31,7,251.259115815009,147
31,8,225.816191196681,149
31,9,237.151917187749,153
31,10,233.330971135232,149
31,11,200,143
31,12,293.916404719701,165
31,13,282.752706907177,156
31,14,211.922495171017,148
31,15,263.104209082513,158
31,16,200,147
31,17,209.613261329819,145
31,18,254.455014771095,159
31,19,230.960828621114,151
31,20,200,148
31,21,217.260842544492,150
31,22,263.604430611407,155
31,23,222.852629421137,153
31,24,224.474208592043,148
31,25,213.269602608552,147
31,26,200,152
31,27,200,145
31,28,200,145
31,29,272.62433471509,155
31,30,200,146
32,1,286.781060757861,152
32,2,240.204385490059,153
32,3,227.127424849527,148
32,4,200,144
32,5,240.922270551882,153
32,6,297.948055549299,162
32,7,200,149
32,8,247.966635566064,150
32,9,200,150
32,10,267.277128376726,161
32,11,200,144
32,12,200,142
32,13,242.685131670922,150
32,14,200,152
32,15,334.587747706679,166
32,16,200,137
32,17,246.241974908349,152
32,18,309.263015626424,158
32,19,200,144
32,20,200.840871988666,142
32,21,200,146
32,22,215.155178548969,141
32,23,303.567793722045,154
32,24,271.783292211284,160
32,25,202.417023614421,142
32,26,200,138
32,27,239.012793808838,151
32,28,201.021107553986,147
32,29,200,149
32,30,200,145
33,1,254.005655215251,153
33,2,200,147
33,3,211.244779882618,141
33,4,215.961766162896,151
33,5,244.718907802324,157
33,6,226.520443157182,151
33,7,200,144
33,8,254.4990714493,152
33,9,220.722808020198,151
33,10,284.967766271538,165
33,11,213.343234228267,149
33,12,200,146
33,13,210.346614691736,143
33,14,243.782583674739,150
33,15,203.60662966678,139
33,16,213.006079019018,146
33,17,222.688215852843,149
33,18,244.746944210157,153
33,19,276.928744227922,158
33,20,251.336585361212,153
33,21,266.576430504052,148
33,22,247.450618096344,154
33,23,287.301931243548,151
33,24,264.414169052898,153
33,25,300.460129561388,153
33,26,206.792525429586,150
33,27,255.920740607437,154
33,28,250.044306417779,151
33,29,278.376628304267,156
33,30,200,150
34,1,238.256697739846,155
34,2,200,138
34,3,241.189461585424,149
34,4,252.053729122771,153
34,5,200,145
34,6,200,141
34,7,200,150
34,8,253.075042064774,160
34,9,274.104805082395,154
34,10,200,146
34,11,236.707480666633,148
34,12,292.892850301267,154
34,13,200,146
34,14,273.80677367488,156
34,15,215.099295405481,148
34,16,221.142446770485,151
34,17,303.800056210363,159
34,18,218.28452270567,146
34,19,200,149
34,20,222.638335413565,154
34,21,246.788985034519,155
34,22,213.832663773849,148
34,23,240.06754335917,148
34,24,207.49619019328,141
34,25,200,147
34,26,200,141
34,27,248.391861050252,150
34,28,242.726274882437,149
34,29,208.425707092988,142
34,30,251.719216947996,149
35,1,264.801319936756,155
35,2,200,146
35,3,219.768761619489,147
35,4,266.534744169263,161
35,5,222.084329179935,150
35,6,200,144
35,7,240.698153893307,150
35,8,206.080835833701,142
35,9,243.42316459531,151
35,10,237.10911505109,148
35,11,234.89175297363,146
35,12,233.345683534823,148
35,13,219.177112291328,153
35,14,231.452401775732,150
35,15,259.965206609668,152
35,16,284.451458088429,155
35,17,234.94368884289,148
35,18,269.392192078239,150
35,19,224.892228198458,155
35,20,200,146
35,21,235.774168202099,151
35,22,200,144
35,23,228.40750273884,152
35,24,254.167064525757,157
35,25,249.723157717292,154
35,26,231.65137506509,149
35,27,202.848198965222,143
35,28,265.474468572598,155
35,29,200,147
35,30,200,145
36,1,209.229281028427,148
36,2,200,143
36,3,200,147
36,4,206.311572358812,141
36,5,269.000000354255,150
36,6,200.481032660689,146
36,7,240.119135515911,151
36,8,200,146
36,9,211.731694511122,140
36,10,223.649112132363,148
36,11,200,151
36,12,200,143
36,13,211.101906292093,154
36,14,200,143
36,15,200,145
36,16,255.927977390734,149
36,17,200,146
36,18,200,149
36,19,200,141
36,20,200,144
36,21,200,144
36,22,280.250778506178,157
36,23,200,146
36,24,331.471003962333,157
36,25,260.04785824155,155
36,26,200,147
36,27,240.489948531103,145
36,28,200,143
36,29,268.534783286779,150
36,30,200,138
37,1,220.132560350428,142
37,2,200,145
37,3,260.346209349194,157
37,4,200,139
37,5,289.852260591982,152
37,6,206.190695778903,140
37,7,200,137
37,8,281.878889581364,157
37,9,214.862192005059,152
37,10,252.79001432807,151
37,11,205.423114774138,145
37,12,200,147
37,13,235.511281730938,152
37,14,302.097934244153,163
37,15,251.022325363279,149
37,16,249.131013252523,153
37,17,201.519756639691,145
37,18,200,145
37,19,255.061930187099,156
37,20,205.184680312635,146
37,21,200,143
37,22,209.784881324479,145
37,23,200,141
37,24,280.160376193719,154
37,25,202.7494317091,142
37,26,233.042799443916,146
37,27,320.142614570786,165
37,28,286.395716560437,156
37,29,286.637696428265,157
37,30,290.06989178577,157
38,1,219.998798619459,148
38,2,272.288871898594,158
38,3,218.567917526786,143
38,4,213.064385290956,143
38,5,230.974789257419,147
38,6,238.853217731919,150
38,7,210.150358644064,147
38,8,243.863799485298,151
38,9,230.866227095302,147
38,10,261.765275949663,152
38,11,200,141
38,12,200,148
38,13,200,140
38,14,247.906297326279,152
38,15,200,141
38,16,200,148
38,17,233.637557162802,145
38,18,200,142
38,19,243.624696887752,154
38,20,200,142
38,21,276.252401896928,152
38,22,241.970773727747,156
38,23,233.168190689281,149
38,24,209.658936432219,152
38,25,204.057743907336,142
38,26,262.90814622228,160
38,27,291.264547816214,158
38,28,208.808135100085,143
38,29,287.778551721785,154
38,30,200,144
39,1,200,146
39,2,226.687571168875,149
39,3,200,144
39,4,224.773435496291,152
39,5,200.000143762206,142
39,6,200,141
39,7,208.220545381544,149
39,8,204.060831655465,146
39,9,200,148
39,10,253.385826286288,146
39,11,236.066446567331,147
39,12,200,140
39,13,288.501155520697,155
39,14,200,145
39,15,200,152
39,16,250.65149851799,151
39,17,283.974585832428,153
39,18,208.076962513164,149
39,19,279.116325470215,157
39,20,242.862451185474,150
39,21,273.158928105574,159
39,22,200,144
39,23,273.12772427453,154
39,24,200,138
39,25,237.835238676832,153
39,26,214.170033439682,146
39,27,219.736179224799,150
39,28,279.380871401389,157
39,29,200,147
39,30,276.600864739784,153
40,1,225.809747176995,148
40,2,247.583923946563,152
40,3,206.781257539136,141
40,4,275.074611639177,155
40,5,200,153
40,6,273.029942221348,159
40,7,225.105622455334,148
40,8,200,148
40,9,248.437698009781,155
40,10,246.381482080667,149
40,11,203.864264976157,144
40,12,308.410500446605,160
40,13,266.548610955558,153
40,14,236.958517618058,144
40,15,200,142
40,16,233.098856647853,147
40,17,200,146
40,18,221.02785088231,151
40,19,200,140
40,20,200,151
40,21,200,143
40,22,242.28800670747,148
40,23,200,146
40,24,221.592352486551,144
40,25,200,145
40,26,232.256305020114,152
40,27,231.545327968112,150
40,28,200,153
40,29,216.324491215153,148
40,30,233.870243455532,156
41,1,203.201058794954,143
41,2,267.859539472602,152
41,3,206.237045021524,148
